Nome da Origem;Player;Nacionality;Position.1;Position.2;Age;Playing Time MP;Playing Time Starts;Playing Time Min;Playing Time 90s;Performance Gls;Performance Ast;Performance G+A;Performance G-PK;Performance PK;Performance PKatt;Performance CrdY;Performance CrdR;Expected xG;Expected npxG;Expected xAG;Expected npxG+xAG;Progression PrgC;Progression PrgP;Progression PrgR;Per 90 Minutes Gls;Per 90 Minutes Ast;Per 90 Minutes G+A;Per 90 Minutes G-PK;Per 90 Minutes G+A-PK;Per 90 Minutes xG;Per 90 Minutes xAG;Per 90 Minutes xG+xAG;Per 90 Minutes npxG;Per 90 Minutes npxG+xAG
tabela_Fluminense.xlsx;Wallace;br BRA;DF;;16;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fluminense.xlsx;Squad Total;;;;30,5;;418;3420;38;31;26;57;30;1;4;115;5;37,6;34,4;27,4;61,9;629;1390;1373;0,82;0,68;1,5;0,79;1,47;0,99;0,72;1,71;0,91;1,63
tabela_Fluminense.xlsx;Opponent Total;;;;27,5;;418;3420;38;39;24;63;35;4;4;106;2;43,6;40,5;30;70,5;587;1289;1270;1,03;0,63;1,66;0,92;1,55;1,15;0,79;1,94;1,07;1,85
tabela_Fortaleza.xlsx;João Ricardo Riedi;br BRA;GK;;35;38;38;3420;38;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Fortaleza.xlsx;Hércules;br BRA;MF;;23;32;30;2317;25,7;4;1;5;4;0;0;6;2;1,5;1,5;1,5;3;32;96;70;0,16;0,04;0,19;0,16;0,19;0,06;0,06;0,12;0,06;0,12
tabela_Fortaleza.xlsx;Emanuel Brítez;ar ARG;DF;;31;30;29;2503;27,8;0;2;2;0;0;0;12;2;1,2;1,2;1,9;3,1;12;64;23;0;0,07;0,07;0;0,07;0,04;0,07;0,11;0,04;0,11
tabela_Fortaleza.xlsx;Juan Martín Lucero;ar ARG;FW;;32;32;26;2246;25;8;3;11;6;2;3;8;0;6,3;4,1;2,2;6,3;13;27;93;0,32;0,12;0,44;0,24;0,36;0,25;0,09;0,34;0,16;0,25
tabela_Fortaleza.xlsx;Guilherme Tinga;br BRA;DF;;30;29;23;2152;23,9;2;1;3;2;0;0;3;1;1,9;1,9;1,9;3,8;32;105;73;0,08;0,04;0,13;0,08;0,13;0,08;0,08;0,16;0,08;0,16
tabela_Fortaleza.xlsx;Titi;br BRA;DF;;35;23;23;2020;22,4;1;0;1;1;0;0;8;0;0,2;0,2;0,6;0,8;8;44;1;0,04;0;0,04;0,04;0,04;0,01;0,03;0,04;0,01;0,04
tabela_Fortaleza.xlsx;Breno;br BRA;FW;MF;28;32;22;1897;21,1;5;3;8;5;0;0;4;0;4,5;4,5;1,3;5,8;81;43;163;0,24;0,14;0,38;0,24;0,38;0,21;0,06;0,27;0,21;0,27
tabela_Fortaleza.xlsx;Benjamín Kuscevic;cl CHI;DF;;27;22;21;1858;20,6;2;0;2;2;0;0;8;1;1,3;1,3;0,4;1,6;4;37;5;0,1;0;0,1;0,1;0,1;0,06;0,02;0,08;0,06;0,08
tabela_Fortaleza.xlsx;Tomas Pochettino;ar ARG;MF;FW;27;32;19;1648;18,3;5;6;11;5;0;1;3;0;3,2;2,2;4,7;6,9;57;89;117;0,27;0,33;0,6;0,27;0,6;0,17;0,26;0,43;0,12;0,38
tabela_Fortaleza.xlsx;Matheus Rossetto;br BRA;MF;;27;22;19;1548;17,2;0;0;0;0;0;0;3;0;0,1;0,1;0,2;0,3;26;94;15;0;0;0;0;0;0;0,01;0,02;0;0,02
tabela_Fortaleza.xlsx;Yago Pikachu;br BRA;FW;MF;31;32;18;1633;18,1;2;4;6;2;0;0;6;0;3,6;3,6;1,9;5,5;25;60;117;0,11;0,22;0,33;0,11;0,33;0,2;0,11;0,3;0,2;0,3
tabela_Fortaleza.xlsx;Felipe Jonatan;br BRA;DF;;25;22;17;1510;16,8;0;0;0;0;0;0;0;0;0,7;0,7;0,6;1,2;15;59;52;0;0;0;0;0;0,04;0,03;0,07;0,04;0,07
tabela_Fortaleza.xlsx;Tomás Cardona;ar ARG;DF;;28;17;16;1435;15,9;1;0;1;1;0;0;4;0;0,5;0,5;0;0,5;11;50;0;0,06;0;0,06;0,06;0,06;0,03;0;0,03;0,03;0,03
tabela_Fortaleza.xlsx;Marinho;br BRA;FW;;33;23;16;1348;15;4;3;7;4;0;0;4;1;2,2;2,2;1,8;4;55;54;89;0,27;0,2;0,47;0,27;0,47;0,15;0,12;0,27;0,15;0,27
tabela_Fortaleza.xlsx;Moises;br BRA;FW;MF;27;26;13;1171;13;7;2;9;7;0;0;0;0;5,8;5,8;2,7;8,4;50;25;79;0,54;0,15;0,69;0,54;0,69;0,44;0,21;0,65;0,44;0,65
tabela_Fortaleza.xlsx;Lucas Sasha;br BRA;MF;;33;21;12;1220;13,6;0;0;0;0;0;0;2;0;0,6;0,6;1,6;2,2;7;40;24;0;0;0;0;0;0,04;0,12;0,16;0,04;0,16
tabela_Fortaleza.xlsx;Bruno Pacheco;br BRA;DF;;32;20;12;1185;13,2;1;1;2;1;0;0;3;0;0,4;0,4;0,8;1,2;20;37;16;0,08;0,08;0,15;0,08;0,15;0,03;0,06;0,09;0,03;0,09
tabela_Fortaleza.xlsx;Pedro Borges;br BRA;MF;;26;27;12;1168;13;0;1;1;0;0;0;8;0;0,1;0,1;0,2;0,3;2;51;9;0;0,08;0,08;0;0,08;0,01;0,02;0,03;0,01;0,03
tabela_Fortaleza.xlsx;Renato Kayser;br BRA;FW;;27;28;12;1112;12,4;5;1;6;4;1;1;2;1;6,2;5,4;1,2;6,6;20;23;40;0,4;0,08;0,49;0,32;0,4;0,5;0,1;0,6;0,44;0,53
tabela_Fortaleza.xlsx;Leandro Emmanuel Martínez;ar ARG;MF;FW;29;20;11;1011;11,2;1;4;5;1;0;0;4;0;1;1;1,9;2,8;15;51;33;0,09;0,36;0,45;0,09;0,45;0,09;0,17;0,25;0,09;0,25
tabela_Fortaleza.xlsx;Eros Mancuso;ar ARG;DF;FW;24;12;11;923;10,3;1;2;3;1;0;0;5;1;0,6;0,6;0,7;1,3;13;32;37;0,1;0,2;0,29;0,1;0,29;0,06;0,07;0,12;0,06;0,12
tabela_Fortaleza.xlsx;José Welison;br BRA;MF;;28;21;10;883;9,8;0;1;1;0;0;0;1;1;0,1;0,1;0,7;0,8;7;42;8;0;0,1;0,1;0;0,1;0,01;0,07;0,08;0,01;0,08
tabela_Fortaleza.xlsx;Kervin Andrade;ve VEN;MF;;18;13;4;484;5,4;1;1;2;1;0;0;2;0;1,1;1,1;1,1;2,2;6;17;39;0,19;0,19;0,37;0,19;0,37;0,2;0,21;0,41;0,2;0,41
tabela_Fortaleza.xlsx;Imanol Machuca;ar ARG;FW;MF;24;15;4;436;4,8;1;1;2;1;0;0;0;0;0,8;0,8;1;1,9;25;14;34;0,21;0,21;0,41;0,21;0,41;0,17;0,21;0,39;0,17;0,39
tabela_Fortaleza.xlsx;Calebe;br BRA;MF;FW;23;7;0;127;1,4;0;0;0;0;0;0;1;0;0,2;0,2;0,2;0,4;4;8;12;0;0;0;0;0;0,15;0,15;0,31;0,15;0,31
tabela_Fortaleza.xlsx;Kauan;br BRA;MF;;18;3;0;54;0,6;0;0;0;0;0;0;0;0;0;0;0;0;2;5;1;0;0;0;0;0;0;0,03;0,03;0;0,03
tabela_Fortaleza.xlsx;Pedro Rocha Neves;br BRA;FW;MF;29;4;0;48;0,5;0;1;1;0;0;0;0;0;0,1;0,1;0,6;0,7;2;1;5;0;1,87;1,87;0;1,87;0,15;1,09;1,24;0,15;1,24
tabela_Fortaleza.xlsx;Luis Eduardo Marques dos Santos;br BRA;FW;DF;26;3;0;18;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
tabela_Fortaleza.xlsx;Amorim;br BRA;MF;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fortaleza.xlsx;Iarley Barros;br BRA;FW;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fortaleza.xlsx;Bruno;br BRA;GK;;21;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fortaleza.xlsx;Fabricio Dias;br BRA;FW;;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fortaleza.xlsx;Gonzalo Escobar;ar ARG;DF;;26;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fortaleza.xlsx;Maurício Kozlinski;br BRA;GK;;32;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fortaleza.xlsx;Santos;br BRA;GK;;33;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fortaleza.xlsx;Jhonatan Silva;br BRA;DF;;24;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fortaleza.xlsx;Squad Total;;;;29,8;38;418;3420;38;51;38;89;48;3;5;99;10;43,6;39,7;31,6;71,2;544;1169;1156;1,34;1;2,34;1,26;2,26;1,15;0,83;1,98;1,04;1,87
tabela_Fortaleza.xlsx;Opponent Total;;;;27,4;38;418;3420;38;39;25;64;34;5;5;99;5;49,1;45,2;33,7;78,9;695;1637;1622;1,03;0,66;1,68;0,89;1,55;1,29;0,89;2,18;1,19;2,08
tabela_Grêmio.xlsx;João Pedro;br BRA;DF;;27;;31;2754;30,6;1;4;5;1;0;0;3;0;1,2;1,2;2,3;3,5;61;120;123;0,03;0,13;0,16;0,03;0,16;0,04;0,08;0,11;0,04;0,11
tabela_Grêmio.xlsx;Reinaldo;br BRA;DF;;34;;28;2526;28,1;3;2;5;1;2;2;6;0;2,6;1;2,7;3,7;34;128;102;0,11;0,07;0,18;0,04;0,11;0,09;0,1;0,19;0,03;0,13
tabela_Grêmio.xlsx;Agustín Marchesín;ar ARG;GK;;35;;28;2475;27,5;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
tabela_Grêmio.xlsx;Dodi;br BRA;MF;;27;;27;2400;26,7;0;2;2;0;0;0;6;1;0,9;0,9;1,1;2,1;24;79;15;0;0,07;0,07;0;0,07;0,03;0,04;0,08;0,03;0,08
tabela_Grêmio.xlsx;Mathías Villasanti;py PAR;MF;;27;;26;2339;26;3;1;4;3;0;0;5;0;2,1;2,1;1,6;3,6;17;120;51;0,12;0,04;0,15;0,12;0,15;0,08;0,06;0,14;0,08;0,14
tabela_Grêmio.xlsx;Franco Cristaldo;ar ARG;MF;FW;27;;25;2136;23,7;6;2;8;5;1;1;1;0;5,2;4,4;5,5;9,9;31;157;128;0,25;0,08;0,34;0,21;0,29;0,22;0,23;0,45;0,19;0,42
tabela_Grêmio.xlsx;Yeferson Soteldo;ve VEN;FW;MF;26;;19;1673;18,6;5;2;7;5;0;0;2;0;2,9;2,9;4,6;7,4;120;79;138;0,27;0,11;0,38;0,27;0,38;0,15;0,25;0,4;0,15;0,4
tabela_Grêmio.xlsx;Rodrigo Ely;br BRA;DF;;30;;19;1659;18,4;1;0;1;1;0;0;5;0;1;1;0,2;1,2;3;37;6;0,05;0;0,05;0,05;0,05;0,05;0,01;0,06;0,05;0,06
tabela_Grêmio.xlsx;Martin Braithwaite;dk DEN;FW;;32;;18;1462;16,2;8;2;10;8;0;0;2;0;5,6;5,6;1,4;7;19;31;78;0,49;0,12;0,62;0,49;0,62;0,34;0,09;0,43;0,34;0,43
tabela_Grêmio.xlsx;Edenílson;br BRA;MF;FW;34;;17;1333;14,8;1;1;2;1;0;0;3;0;2,2;2,2;0,9;3,2;21;50;61;0,07;0,07;0,14;0,07;0,14;0,15;0,06;0,21;0,15;0,21
tabela_Grêmio.xlsx;Gustavo Martins Santos;br BRA;DF;;21;;16;1377;15,3;2;0;2;2;0;0;1;1;2,1;2,1;0;2,1;1;45;5;0,13;0;0,13;0,13;0,13;0,14;0;0,14;0,14;0,14
tabela_Grêmio.xlsx;Cristian Pavón;ar ARG;FW;MF;28;;16;1087;12,1;1;3;4;1;0;0;4;0;2,5;2,5;2,3;4,7;29;43;93;0,08;0,25;0,33;0,08;0,33;0,21;0,19;0,39;0,21;0,39
tabela_Grêmio.xlsx;João Pedro Pepê;br BRA;MF;;26;;15;1283;14,3;1;0;1;1;0;0;2;1;0,6;0,6;0,4;1;21;81;28;0,07;0;0,07;0,07;0,07;0,04;0,03;0,07;0,04;0,07
tabela_Grêmio.xlsx;Jemerson;br BRA;DF;;31;;13;1143;12,7;1;0;1;1;0;0;5;0;0,6;0,6;0;0,6;2;17;2;0,08;0;0,08;0,08;0,08;0,05;0;0,05;0,05;0,05
tabela_Grêmio.xlsx;Walter Kannemann;ar ARG;DF;;32;;13;1000;11,1;0;2;2;0;0;0;7;1;0,6;0,6;0,8;1,4;2;21;0;0;0,18;0,18;0;0,18;0,05;0,07;0,13;0,05;0,13
tabela_Grêmio.xlsx;Gustavo Nunes;br BRA;FW;MF;18;;11;1238;13,8;3;1;4;3;0;0;5;0;1,9;1,9;1,3;3,2;52;48;99;0,22;0,07;0,29;0,22;0,29;0,14;0,1;0,23;0,14;0,23
tabela_Grêmio.xlsx;Alexander Aravena;cl CHI;FW;MF;21;;11;770;8,6;2;2;4;2;0;0;0;0;2,2;2,2;1,1;3,3;22;15;65;0,23;0,23;0,47;0,23;0,47;0,26;0,13;0,38;0,26;0,38
tabela_Grêmio.xlsx;Miguel Monsalve;co COL;FW;MF;19;;10;978;10,9;3;1;4;3;0;0;3;1;2,6;2,6;1;3,6;35;44;41;0,28;0,09;0,37;0,28;0,37;0,24;0,09;0,33;0,24;0,33
tabela_Grêmio.xlsx;Pedro Geromel;br BRA;DF;;38;;8;771;8,6;0;0;0;0;0;0;4;0;0,4;0,4;0;0,4;2;15;2;0;0;0;0;0;0,05;0;0,05;0,05;0,05
tabela_Grêmio.xlsx;Fábio;br BRA;DF;;33;;8;677;7,5;0;0;0;0;0;0;1;1;0,4;0,4;0,4;0,8;11;15;40;0;0;0;0;0;0,05;0,05;0,1;0,05;0,1
tabela_Grêmio.xlsx;João Pedro;it ITA;FW;;31;;7;580;6,4;0;0;0;0;0;0;0;0;0,9;0,9;0,2;1,1;2;9;26;0;0;0;0;0;0,14;0,03;0,17;0,14;0,17
tabela_Grêmio.xlsx;Du Queiroz;br BRA;MF;;24;;6;586;6,5;0;0;0;0;0;0;2;0;1,1;1,1;0,4;1,6;13;48;19;0;0;0;0;0;0,17;0,07;0,24;0,17;0,24
tabela_Grêmio.xlsx;Nata;br BRA;DF;;22;;5;506;5,6;0;0;0;0;0;0;1;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
tabela_Grêmio.xlsx;Caíque;br BRA;GK;;26;;5;488;5,4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Grêmio.xlsx;Felipe Carballo;uy URU;MF;;27;;5;478;5,3;0;0;0;0;0;0;3;0;0,4;0,4;0;0,4;8;28;25;0;0;0;0;0;0,07;0,01;0,08;0,07;0,08
tabela_Grêmio.xlsx;Diego Costa;es ESP;FW;;35;;5;478;5,3;1;2;3;1;0;0;4;1;0,9;0,9;0,5;1,4;8;11;32;0,19;0,38;0,56;0,19;0,56;0,17;0,09;0,26;0,17;0,26
tabela_Grêmio.xlsx;Rafael Cabral;br BRA;GK;;33;;5;457;5,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Grêmio.xlsx;Everton;br BRA;FW;MF;26;;4;457;5,1;0;0;0;0;0;0;4;0;0,2;0,2;0,7;0,9;11;11;28;0;0;0;0;0;0,05;0,14;0,18;0,05;0,18
tabela_Grêmio.xlsx;Rodrigo Caio;br BRA;DF;;30;;4;377;4,2;0;0;0;0;0;0;0;0;0;0;0;0;1;6;3;0;0;0;0;0;0,01;0;0,01;0,01;0,01
tabela_Grêmio.xlsx;Mayk;br BRA;DF;;24;;4;352;3,9;0;0;0;0;0;0;0;0;0,1;0,1;0;0,1;6;20;10;0;0;0;0;0;0,02;0;0,02;0,02;0,02
tabela_Grêmio.xlsx;Nathan;br BRA;FW;MF;27;;3;325;3,6;0;0;0;0;0;0;1;0;0,5;0,5;0,2;0,7;6;18;18;0;0;0;0;0;0,14;0,05;0,19;0,14;0,19
tabela_Grêmio.xlsx;Zé Guilherme;br BRA;DF;;18;;2;223;2,5;0;0;0;0;0;0;0;0;0;0;0;0,1;9;9;12;0;0;0;0;0;0,01;0,02;0,03;0,01;0,03
tabela_Grêmio.xlsx;Cuiabano;br BRA;DF;;20;;2;163;1,8;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0;0;0;0;0;0,01;0;0,01;0,01;0,01
tabela_Grêmio.xlsx;Nathan Fernandes;br BRA;FW;MF;18;;1;544;6;0;0;0;0;0;0;3;0;1,5;1,5;0,1;1,6;18;17;51;0;0;0;0;0;0,24;0,02;0,26;0,24;0,26
tabela_Grêmio.xlsx;Igor Serrote;br BRA;DF;FW;18;;1;123;1,4;0;1;1;0;0;0;0;0;0;0;0,2;0,2;1;1;4;0;0,73;0,73;0;0,73;0,02;0,16;0,18;0,02;0,18
tabela_Grêmio.xlsx;Matias Arezo;uy URU;FW;MF;21;;0;112;1,2;0;0;0;0;0;0;0;0;0,9;0,9;0,2;1;2;3;14;0;0;0;0;0;0,69;0,12;0,81;0,69;0,81
tabela_Grêmio.xlsx;Alysson Edward;br BRA;FW;MF;17;;0;77;0,9;0;0;0;0;0;0;0;0;0;0;0;0;3;3;9;0;0;0;0;0;0;0,04;0,04;0;0,04
tabela_Grêmio.xlsx;Ronald;br BRA;MF;DF;20;;0;47;0,5;0;0;0;0;0;0;0;0;0;0;0;0;1;5;3;0;0;0;0;0;0,04;0;0,04;0,04;0,04
tabela_Grêmio.xlsx;Lucas Besozzi;ar ARG;MF;;21;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Grêmio.xlsx;Gabriel Chapecó;br BRA;GK;;23;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Grêmio.xlsx;Lucas Milla;br BRA;MF;;21;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Grêmio.xlsx;Tiago;br BRA;MF;;15;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Grêmio.xlsx;Viery;br BRA;DF;;19;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Grêmio.xlsx;Wesley;br BRA;DF;;20;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Grêmio.xlsx;Squad Total;;;;28,5;;418;3420;38;42;28;70;39;3;3;88;7;43,4;41,1;29,9;70,9;596;1354;1336;1,11;0,74;1,84;1,03;1,76;1,14;0,79;1,93;1,08;1,87
tabela_Grêmio.xlsx;Opponent Total;;;;27,6;;418;3420;38;48;27;75;40;8;10;113;6;49,4;41,4;30,6;72;704;1677;1662;1,26;0,71;1,97;1,05;1,76;1,3;0,8;2,1;1,09;1,89
tabela_Internacional.xlsx;Wesley;br BRA;FW;MF;24;33;30;2515;27,9;11;1;12;11;0;0;11;0;6,5;6,5;3,5;9,9;101;108;254;0,39;0,04;0,43;0,39;0,43;0,23;0,12;0,36;0,23;0,36
tabela_Internacional.xlsx;Sergio Rochet;uy URU;GK;;30;28;28;2520;28;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Internacional.xlsx;Vitão;br BRA;DF;;23;30;28;2502;27,8;0;0;0;0;0;0;5;0;1,4;1,4;0,1;1,5;29;89;4;0;0;0;0;0;0,05;0;0,05;0,05;0,05
tabela_Internacional.xlsx;Thiago Maia;br BRA;MF;;26;27;26;1896;21,1;2;4;6;2;0;0;4;0;2,3;2,3;2,5;4,8;22;104;51;0,09;0,19;0,28;0,09;0,28;0,11;0,12;0,23;0,11;0,23
tabela_Internacional.xlsx;Bruno Gomes;br BRA;DF;MF;22;30;24;2157;24;1;2;3;1;0;0;3;0;0,8;0,8;1,1;1,9;58;152;108;0,04;0,08;0,13;0,04;0,13;0,03;0,05;0,08;0,03;0,08
tabela_Internacional.xlsx;Alexandro Bernabei;ar ARG;DF;;23;23;23;2063;22,9;3;5;8;3;0;0;5;0;1,3;1,3;4,9;6,3;59;114;97;0,13;0,22;0,35;0,13;0,35;0,06;0,21;0,27;0,06;0,27
tabela_Internacional.xlsx;Rafael Borré;co COL;FW;;28;23;23;1870;20,8;9;3;12;9;0;1;6;0;12,9;12,1;1;13,1;20;42;129;0,43;0,14;0,58;0,43;0,58;0,62;0,05;0,67;0,58;0,63
tabela_Internacional.xlsx;Bruno Henrique;br BRA;MF;FW;34;37;21;1908;21,2;3;1;4;3;0;0;5;0;3,8;3,8;2,5;6,3;22;133;60;0,14;0,05;0,19;0,14;0,19;0,18;0,12;0,3;0,18;0,3
tabela_Internacional.xlsx;Romulo;br BRA;MF;;23;30;20;1794;19,9;0;0;0;0;0;0;3;0;0,4;0,4;0,1;0,5;13;73;14;0;0;0;0;0;0,02;0,01;0,03;0,02;0,03
tabela_Internacional.xlsx;Alan Patrick;br BRA;MF;FW;32;23;20;1777;19,7;8;3;11;4;4;5;3;0;7;3;8,2;11,2;36;127;104;0,41;0,15;0,56;0,2;0,35;0,35;0,42;0,77;0,15;0,57
tabela_Internacional.xlsx;Fernando;br BRA;MF;DF;36;24;16;1546;17,2;1;0;1;1;0;0;7;0;0,4;0,4;0,4;0,9;17;69;7;0,06;0;0,06;0,06;0,06;0,03;0,03;0,05;0,03;0,05
tabela_Internacional.xlsx;Gabriel Carvalho;br BRA;FW;MF;16;24;15;1301;14,5;1;3;4;1;0;0;3;0;3,2;3,2;4;7,2;50;61;168;0,07;0,21;0,28;0,07;0,28;0,22;0,27;0,5;0,22;0,5
tabela_Internacional.xlsx;Bruno Tabata;br BRA;FW;MF;26;17;14;1071;11,9;2;3;5;2;0;1;2;0;2,4;1,4;2,6;4;39;62;85;0,17;0,25;0,42;0,17;0,42;0,2;0,21;0,42;0,12;0,33
tabela_Internacional.xlsx;Gabriel Mercado;ar ARG;DF;;36;17;13;1186;13,2;1;0;1;1;0;0;6;0;0,3;0,3;0,7;1,1;2;32;2;0,08;0;0,08;0,08;0,08;0,03;0,06;0,08;0,03;0,08
tabela_Internacional.xlsx;Agustín Rogel;uy URU;DF;;26;15;13;1055;11,7;0;1;1;0;0;0;2;1;1,1;1,1;0,1;1,1;1;24;0;0;0,09;0,09;0;0,09;0,09;0,01;0,1;0,09;0,1
tabela_Internacional.xlsx;Renê;br BRA;DF;;31;15;12;1043;11,6;0;0;0;0;0;0;2;0;0,9;0,9;0,6;1,5;33;93;27;0;0;0;0;0;0,08;0,05;0,13;0,08;0,13
tabela_Internacional.xlsx;Enner Valencia;ec ECU;FW;;34;24;11;961;10,7;3;1;4;3;0;1;2;0;4,2;3,4;0,5;4;26;11;70;0,28;0,09;0,37;0,28;0,37;0,4;0,05;0,45;0,32;0,37
tabela_Internacional.xlsx;Wanderson;br BRA;FW;MF;29;23;10;1015;11,3;2;2;4;2;0;0;3;0;2,4;2,4;2,5;4,9;29;33;73;0,18;0,18;0,35;0,18;0,35;0,21;0,22;0,43;0,21;0,43
tabela_Internacional.xlsx;Robert Renan;br BRA;DF;;20;12;10;959;10,7;0;1;1;0;0;0;2;0;0,6;0,6;0,3;0,9;16;45;15;0;0,09;0,09;0;0,09;0,06;0,02;0,08;0,06;0,08
tabela_Internacional.xlsx;Fabricio Bustos;ar ARG;DF;;27;11;9;864;9,6;1;1;2;1;0;0;4;0;0,7;0,7;0,8;1,5;12;63;64;0,1;0,1;0,21;0,1;0,21;0,08;0,08;0,16;0,08;0,16
tabela_Internacional.xlsx;Fabrício;br BRA;GK;;38;8;8;720;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Internacional.xlsx;Igor Gomes;br BRA;DF;;22;13;7;688;7,6;1;1;2;1;0;0;2;0;0,3;0,3;0,1;0,3;8;22;15;0,13;0,13;0,26;0,13;0,26;0,03;0,01;0,04;0,03;0,04
tabela_Internacional.xlsx;Lucas Alario;ar ARG;FW;MF;31;15;6;638;7,1;0;0;0;0;0;0;4;0;1,9;1,9;0,1;2;0;7;22;0;0;0;0;0;0,27;0,02;0,29;0,27;0,29
tabela_Internacional.xlsx;Clayton;br BRA;DF;;23;8;5;535;5,9;0;0;0;0;0;0;1;0;0,2;0,2;0,3;0,5;1;15;0;0;0;0;0;0;0,04;0,05;0,09;0,04;0,09
tabela_Internacional.xlsx;Mauricio;br BRA;MF;;22;5;5;381;4,2;0;0;0;0;0;0;1;0;0,3;0,3;0,7;1;7;6;34;0;0;0;0;0;0,06;0,17;0,23;0,06;0,23
tabela_Internacional.xlsx;Hugo Mallo;es ESP;DF;;32;6;4;360;4;1;0;1;1;0;0;2;0;0,2;0,2;0;0,3;4;17;15;0,25;0;0,25;0,25;0,25;0,06;0,01;0,07;0,06;0,07
tabela_Internacional.xlsx;Gustavo Prado;br BRA;FW;MF;18;28;3;664;7,4;1;0;1;1;0;0;1;0;1,3;1,3;1,6;2,9;21;29;66;0,14;0;0,14;0,14;0,14;0,17;0,22;0,39;0,17;0,39
tabela_Internacional.xlsx;Hyoran;br BRA;FW;MF;30;10;3;335;3,7;0;0;0;0;0;0;0;0;1;1;0,1;1,1;9;11;26;0;0;0;0;0;0,26;0,03;0,29;0,26;0,29
tabela_Internacional.xlsx;Lucca Holanda;br BRA;FW;MF;20;9;3;299;3,3;0;0;0;0;0;0;0;0;0,2;0,2;0,2;0,3;4;2;13;0;0;0;0;0;0,05;0,05;0,1;0,05;0,1
tabela_Internacional.xlsx;Charles Aránguiz;cl CHI;MF;;34;7;2;287;3,2;0;0;0;0;0;0;2;0;0,4;0,4;0,1;0,5;1;9;10;0;0;0;0;0;0,14;0,02;0,16;0,14;0,16
tabela_Internacional.xlsx;Anthoni;br BRA;GK;;22;2;2;180;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Internacional.xlsx;Lucca Drummond;br BRA;FW;;20;5;2;159;1,8;0;1;1;0;0;0;0;0;0;0;0,3;0,3;3;1;8;0;0,57;0,57;0;0,57;0;0,17;0,17;0;0,17
tabela_Internacional.xlsx;Braian Aguirre;ar ARG;DF;;23;1;1;90;1;0;0;0;0;0;0;0;0;0,1;0,1;0,3;0,4;0;7;4;0;0;0;0;0;0,06;0,31;0,37;0,06;0,37
tabela_Internacional.xlsx;Matheus Dias;br BRA;FW;MF;26;3;1;71;0,8;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0
tabela_Internacional.xlsx;Ricardo Mathias;br BRA;FW;MF;17;6;0;92;1;1;0;1;1;0;0;2;0;1,1;1,1;0,4;1,5;2;1;8;0,98;0;0,98;0,98;0,98;1,08;0,36;1,44;1,08;1,44
tabela_Internacional.xlsx;Luis Otávio;br BRA;MF;;16;6;0;54;0,6;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0,07;0;0,07;0,07;0,07
tabela_Internacional.xlsx;Nathan;br BRA;DF;;22;1;0;5;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
tabela_Internacional.xlsx;Evertow;br BRA;DF;;16;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Internacional.xlsx;Victor Gabriel;br BRA;DF;;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Internacional.xlsx;Ivan;br BRA;GK;;26;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
